Output Factor
Date and time: 2026-04-03_10-56-43
Description: {}
ACR used: 1.1
Rank used: 1
Integration time: 753 us
Number,Time,ch0,ch1
10,0.008288,-10.052826733806363,-10.171480888075074
11,0.009042,-10.22055390249485,-10.111421377889677
12,0.009796,-9.934905012588693,-10.041840238040741
13,0.01055,-10.00521858548867,-10.02059967956054
14,0.011302,-10.091645685511558,-9.832364385442894
15,0.012054,-10.176607919432364,-9.901213092240788
16,0.012808,-10.006683451590753,-10.37509727626459
17,0.013562,-10.08725108720531,-9.86092927443351
18,0.014315,-10.072602426184481,-10.052826733806363
19,0.015068,-9.926115815976196,-9.958342870222019
20,0.015822,-10.055024032959487,-9.994232089723049
21,0.016575,-9.893888761730373,-10.004486152437629
22,0.017326,-10.091645685511558,-9.972259098191806
23,0.01808,-10.007415884641794,-10.304783703364613
24,0.018833,-10.249118791485465,-9.82577248798352
25,0.019587,-9.666834515907532,-10.199313344014648
26,0.020341,-10.081391622796978,-9.882902265964752
27,0.021093,-9.925383382925155,-9.995696955825132
28,0.021846,-10.068207827878233,-9.878507667658504
29,0.022599,-10.120943007553215,-9.802334630350195
30,0.023352,-9.90194552529183,-9.911467154955368
31,0.024105,-10.033783474479286,-9.88216983291371
32,0.024857,-10.052094300755321,-10.006683451590753
33,0.02561,-9.986907759212635,-9.747402151522088
34,0.026361,-9.781094071869994,-9.767177843900207
35,0.027115,-10.160494392309452,-9.860196841382468
36,0.027867,-10.212497138933394,-9.987640192263676
37,0.02862,-10.019867246509499,-9.87631036850538
38,0.029373,-10.060151064316777,-10.031586175326161
39,0.030125,-9.857267109178302,-9.89755092698558
40,0.030878,-10.063813229571984,-9.884367132066835
41,0.031631,-10.057221332112611,-10.20004577706569
42,0.032383,-9.767910276951248,-10.101899748226138
43,0.033135,-10.245456626230258,-10.001556420233463
44,0.033888,-9.815518425268941,-9.95907530327306
45,0.034642,-9.977386129549096,-10.088715953307393
46,0.035394,-10.040375371938659,-10.029388876173037
47,0.036147,-10.024261844815747,-10.107026779583428
48,0.036899,-10.23666742961776,-9.699061570153354
49,0.037653,-10.112153810940718,-10.074067292286564
50,0.038406,-10.044037537193866,-9.545983062485696
51,0.039157,-9.852140077821012,-9.77376974135958
52,0.03991,-9.806729228656444,-9.868253604943924
53,0.040663,-9.682215609979401,-9.920988784618906
54,0.041416,-10.078461890592813,-10.150240329594872
55,0.042169,-9.85580224307622,-9.808926527809568
56,0.042922,-10.063080796520943,-9.84628061341268
57,0.043675,-9.913664454108492,-9.832364385442894
58,0.044427,-9.85580224307622,-9.899015793087663
59,0.045181,-10.032318608377203,-10.304783703364613
60,0.045935,-9.696131837949189,-9.925383382925155
61,0.046688,-10.016205081254292,-10.04623483634699
62,0.047442,-9.977386129549096,-10.062348363469901
63,0.048194,-9.822842755779355,-10.104097047379263
64,0.048947,-9.987640192263676,-9.956878004119936
65,0.0497,-10.016205081254292,-10.019134813458457
66,0.050458,-9.901213092240788,-10.171480888075074
67,0.05121,-10.016205081254292,-9.6609750514992
68,0.051963,-9.957610437170977,-9.88143739986267
69,0.052716,-10.123872739757381,-10.079194323643854
70,0.05347,-10.254245822842755,-9.985442893110552
71,0.054224,-9.860196841382468,-9.807461661707485
72,0.054977,-10.016937514305333,-9.970061799038682
73,0.05573,-10.2674296177615,-9.696131837949189
74,0.056488,-10.063813229571984,-9.855069810025178
75,0.057242,-9.743739986266881,-10.046967269398031
76,0.057994,-9.986907759212635,-9.997894254978256
77,0.058746,-10.085786221103227,-10.170016021972991
78,0.059505,-9.731288624399177,-9.931975280384528
79,0.060259,-9.954680704966812,-9.89169146257725
80,0.061012,-9.992767223620966,-9.929045548180362
81,0.061765,-9.879240100709545,-10.156099794003204
82,0.062519,-10.028656443121996,-10.000823987182422
83,0.063271,-9.945159075303273,-10.002288853284504
84,0.064024,-10.033783474479286,-10.036713206683451
85,0.064778,-10.07699702449073,-9.863859006637675
86,0.065531,-10.11288624399176,-10.284275577935453
87,0.066284,-10.038178072785534,-9.751796749828337
88,0.067038,-10.104829480430304,-10.206637674525062
89,0.06779,-10.297459372854199,-9.989105058365759
90,0.068544,-10.006683451590753,-9.684412909132526
91,0.069297,-10.211764705882352,-9.86092927443351
92,0.070051,-9.945891508354315,-9.677088578622111
93,0.070803,-10.218356603341725,-10.099702449073014
94,0.071556,-9.986907759212635,-10.183199816891737
95,0.07231,-9.87631036850538,-9.910002288853285
96,0.073063,-10.16928358892195,-10.027191577019913
97,0.073816,-10.064545662623026,-9.703456168459603
98,0.074568,-10.075532158388647,-9.947356374456398
99,0.075321,-10.035248340581369,-10.206637674525062
100,0.076074,-10.054291599908446,-9.699061570153354
101,0.076827,-10.12826733806363,-10.120210574502174
102,0.07758,-10.161226825360494,-10.039642938887617
103,0.078333,-9.899015793087663,-9.968596932936599
104,0.079086,-10.042572671091783,-10.033051041428244
105,0.079839,-9.864591439688716,-9.921721217669948
106,0.080593,-9.96420233463035,-10.063080796520943
107,0.081347,-9.822110322728314,-9.863859006637675
108,0.082101,-9.967864499885557,-9.710048065918976
109,0.082855,-10.069672693980316,-9.824307621881438
110,0.083607,-10.156099794003204,-9.988372625314717
111,0.08436,-10.077729457541771,-9.860196841382468
112,0.085111,-9.957610437170977,-9.911467154955368
113,0.085862,-9.806729228656444,-10.02572671091783
114,0.086615,-10.207370107576104,-9.762783245593958
115,0.087367,-10.096040283817807,-9.83089951934081
116,0.088121,-9.999359121080339,-9.945159075303273
117,0.088873,-10.290867475394826,-9.965667200732433
118,0.089625,-10.131929503318837,-9.64559395742733
119,0.090378,-9.895353627832456,-10.02572671091783
120,0.091132,-9.925383382925155,-10.187594415197985
121,0.091884,-10.26157015335317,-10.027924010070954
122,0.092637,-9.949553673609522,-10.070405127031357
123,0.09339,-10.253513389791713,-9.726161593041887
124,0.094143,-10.042572671091783,-9.695399404898147
125,0.094897,-9.992767223620966,-9.57381551842527
126,0.095651,-10.019134813458457,-9.73788052185855
127,0.096405,-9.89242389562829,-10.028656443121996
128,0.097158,-10.01034561684596,-10.0923781185626
129,0.09791,-10.11288624399176,-10.104829480430304
130,0.098663,-10.158297093156328,-10.065278095674067
131,0.099415,-10.027191577019913,-10.394872968642709
132,0.100167,-10.016205081254292,-9.87191577019913
133,0.100921,-9.993499656672007,-10.0923781185626
134,0.101675,-10.03085374227512,-9.937102311741818
135,0.102427,-9.89242389562829,-9.863859006637675
136,0.103179,-9.821377889677272,-9.863126573586634
137,0.103932,-9.932707713435569,-9.83089951934081
138,0.104685,-10.07186999313344,-9.885831998168918
139,0.105439,-10.033783474479286,-9.911467154955368
140,0.106192,-10.191989013504234,-9.88143739986267
141,0.106945,-10.009613183794919,-9.775234607461663
142,0.107698,-10.042572671091783,-9.919523918516823
143,0.10845,-10.073334859235523,-10.110688944838635
144,0.109203,-10.104829480430304,-10.16415655756466
145,0.109956,-9.908537422751202,-9.84115358205539
146,0.110707,-10.011810482948043,-10.029388876173037
147,0.11146,-10.013275349050126,-10.115083543144884
148,0.112212,-10.019867246509499,-9.815518425268941
149,0.112964,-9.901213092240788,-9.86092927443351
150,0.113716,-10.208834973678186,-9.395101853971159
151,0.114469,-10.049164568551156,-9.972991531242847
152,0.115222,-10.068207827878233,-9.672693980315863
