Output Factor
Date and time: 2026-04-03_10-51-05
Description: {}
ACR used: 1.1
Rank used: 1
Integration time: 752 us
Number,Time,ch0,ch1
319,0.240972,-10.141451132982375,-10.198580910963607
320,0.241725,-10.002288853284504,-9.588464179446099
321,0.242479,-9.87191577019913,-10.233737697413595
322,0.243236,-10.033783474479286,-10.057953765163653
323,0.243989,-10.110688944838635,-9.741542687113757
324,0.244746,-10.027191577019913,-10.063080796520943
325,0.245499,-10.085053788052186,-9.863859006637675
326,0.246252,-10.079926756694896,-9.898283360036622
327,0.247004,-9.956145571068895,-9.909269855802243
328,0.247756,-9.971526665140765,-9.86166170748455
329,0.248509,-9.929045548180362,-9.75838864728771
330,0.24926,-10.062348363469901,-9.88143739986267
331,0.250013,-9.912199588006409,-10.019134813458457
332,0.250767,-10.150240329594872,-9.854337376974136
333,0.251521,-10.20004577706569,-10.022796978713664
334,0.252274,-10.21103227283131,-10.083588921950103
335,0.253027,-9.953215838864729,-10.055756466010529
336,0.253779,-9.81991302357519,-10.095307850766766
337,0.254532,-9.779629205767911,-9.934905012588693
338,0.255283,-9.887296864271,-9.868986037994965
339,0.256037,-10.248386358434423,-9.795010299839781
340,0.256789,-10.098970016021973,-9.713710231174183
341,0.257542,-10.0411078049897,-10.26230258640421
342,0.258295,-10.222018768596932,-10.193453879606317
343,0.259048,-9.978850995651179,-9.962005035477226
344,0.2598,-10.167818722819867,-9.75326161593042
345,0.260554,-9.999359121080339,-9.639734493018999
346,0.261308,-9.9898374914168,-10.089448386358434
347,0.26206,-9.947356374456398,-10.019134813458457
348,0.262812,-10.011810482948043,-10.32382696269169
349,0.263566,-10.16415655756466,-9.968596932936599
350,0.264319,-10.12314030670634,-10.126070038910505
351,0.265071,-9.919523918516823,-10.033783474479286
352,0.265825,-10.230075532158388,-10.146578164339665
353,0.266578,-10.046967269398031,-9.802334630350195
354,0.26733,-9.970794232089723,-9.85653467612726
355,0.268084,-9.838956282902267,-9.85140764476997
356,0.268837,-9.997894254978256,-10.05136186770428
357,0.269591,-9.874113069352255,-10.073334859235523
358,0.270344,-10.089448386358434,-10.320164797436483
359,0.271097,-10.149507896543831,-10.13852140077821
360,0.271849,-9.836758983749142,-10.052094300755321
361,0.272601,-10.156832227054245,-10.269626916914625
362,0.273353,-10.003753719386587,-10.103364614328221
363,0.274105,-10.074799725337606,-10.244724193179216
364,0.274857,-10.034515907530327,-9.947356374456398
365,0.27561,-9.958342870222019,-10.249851224536506
366,0.276363,-10.024261844815747,-10.048432135500114
367,0.277116,-10.278416113527122,-9.991302357518883
368,0.277869,-9.8360265506981,-10.268162050812542
369,0.278622,-9.721034561684597,-10.123872739757381
370,0.279374,-10.151705195696955,-10.093110551613641
371,0.280126,-10.157564660105287,-9.862394140535592
372,0.280878,-10.024994277866789,-9.95394827191577
373,0.281632,-9.784756237125201,-10.085786221103227
374,0.282385,-9.621423666742963,-9.865323872739758
375,0.283139,-10.06674296177615,-10.075532158388647
376,0.283892,-10.007415884641794,-9.540856031128406
377,0.284644,-9.998626688029297,-10.057221332112611
378,0.285395,-9.800869764248112,-9.826504921034562
379,0.286147,-10.234470130464636,-9.85653467612726
380,0.286899,-9.995696955825132,-10.088715953307393
381,0.287652,-9.988372625314717,-10.01034561684596
382,0.288405,-9.852140077821012,-10.136324101625085
383,0.289158,-9.890226596475166,-10.087983520256351
384,0.289911,-9.997894254978256,-9.879972533760586
385,0.290665,-9.889494163424125,-10.026459143968872
386,0.291418,-9.822110322728314,-9.753994048981461
387,0.292171,-10.087983520256351,-9.772304875257497
388,0.292923,-10.022064545662623,-9.808194094758527
389,0.293675,-9.668299382009614,-10.03085374227512
390,0.294428,-9.828702220187687,-10.085786221103227
391,0.295181,-9.961272602426185,-10.175875486381322
392,0.295934,-9.893888761730373,-10.398535133897916
393,0.296685,-10.222751201647974,-10.017669947356374
394,0.297438,-10.163424124513618,-10.235202563515678
395,0.298194,-9.92318608377203,-10.173678187228198
396,0.298946,-10.039642938887617,-9.896086060883498
397,0.299699,-10.016937514305333,-9.915861753261616
398,0.300453,-10.019134813458457,-10.193453879606317
399,0.301206,-9.785488670176242,-10.115815976195925
400,0.301957,-10.01547264820325,-9.958342870222019
401,0.302711,-9.92318608377203,-9.950286106660563
402,0.303463,-10.111421377889677,-10.03598077363241
403,0.30422,-9.800869764248112,-9.936369878690776
404,0.304974,-9.975921263447013,-9.95394827191577
405,0.305726,-9.888761730373083,-9.978118562600137
406,0.306478,-9.946623941405356,-10.08725108720531
407,0.307234,-9.728358892195011,-9.877775234607462
408,0.307987,-9.98471046005951,-9.428793774319065
409,0.308744,-10.152437628747997,-10.00009155413138
410,0.309496,-9.939299610894942,-10.589700160219731
411,0.310249,-9.999359121080339,-10.053559166857404
412,0.311001,-10.150240329594872,-9.874113069352255
413,0.311753,-10.186861982146944,-9.810391393911651
414,0.312506,-10.079194323643854,-9.72762645914397
415,0.313258,-10.104829480430304,-9.989105058365759
416,0.314012,-9.795010299839781,-10.149507896543831
417,0.314765,-10.00521858548867,-10.250583657587548
418,0.315519,-10.149507896543831,-10.026459143968872
419,0.316272,-9.955413138017853,-10.080659189745937
420,0.317026,-10.276951247425039,-10.043305104142824
421,0.317779,-10.177340352483405,-10.088715953307393
422,0.318531,-10.073334859235523,-9.842618448157474
423,0.319285,-10.030121309224079,-9.803799496452278
424,0.320037,-9.967132066834516,-9.842618448157474
425,0.320789,-10.111421377889677,-9.925383382925155
426,0.321541,-10.148043030441748,-9.971526665140765
427,0.322295,-9.841886015106432,-10.16415655756466
428,0.323046,-9.951750972762646,-10.105561913481345
429,0.323798,-9.929777981231403,-10.071137560082398
430,0.324551,-9.972259098191806,-9.944426642252232
431,0.325303,-10.197116044861524,-10.183199816891737
432,0.326057,-10.115083543144884,-9.807461661707485
433,0.32681,-10.093110551613641,-9.882902265964752
434,0.327563,-9.858731975280385,-9.420737010757609
435,0.328315,-10.047699702449073,-9.72249942778668
436,0.329068,-9.929045548180362,-9.704921034561686
437,0.329822,-10.298924238956282,-9.836758983749142
438,0.330574,-10.161959258411535,-9.947356374456398
439,0.331327,-9.842618448157474,-10.15902952620737
