Output Factor
Date and time: 2026-04-03_10-48-33
Description: {}
ACR used: 1.1
Rank used: 1
Integration time: 756 us
Number,Time,ch0,ch1
0,0.000756,12.0,12.0
1,0.001509,12.0,12.0
2,0.002262,-6.065461203936827,-5.203387502861066
3,0.003015,-9.773037308308538,-9.803799496452278
4,0.003769,-10.071137560082398,-10.017669947356374
5,0.004523,-9.940764476997025,-9.808926527809568
6,0.005276,-9.815518425268941,-10.080659189745937
7,0.006031,-10.145113298237582,-9.931975280384528
8,0.006784,-9.888029297322042,-10.224216067750056
9,0.007535,-9.975188830395972,-9.626550698100253
10,0.008288,-10.187594415197985,-9.77889677271687
11,0.009039,-10.022064545662623,-9.864591439688716
12,0.009792,-9.91293202105745,-9.84042114900435
13,0.010549,-10.219089036392766,-9.779629205767911
14,0.011302,-10.177340352483405,-9.649988555733579
15,0.012055,-9.961272602426185,-9.596520943007555
16,0.012808,-10.234470130464636,-10.069672693980316
17,0.013566,-10.191989013504234,-9.800137331197071
18,0.014319,-10.096772716868848,-9.888029297322042
19,0.015073,-10.109224078736553,-10.408056763561454
20,0.015827,-9.94369420920119,-10.148043030441748
21,0.016581,-10.034515907530327,-10.076264591439688
22,0.017332,-9.893156328679332,-9.923918516823072
23,0.018086,-10.28281071183337,-10.01547264820325
24,0.01884,-10.139986266880292,-10.263767452506293
25,0.019593,-10.095307850766766,-10.154634927901121
26,0.020345,-9.94882124055848,-10.030121309224079
27,0.021099,-10.029388876173037,-10.058686198214694
28,0.021852,-10.24692149233234,-10.079194323643854
29,0.022606,-10.113618677042801,-9.697596704051271
30,0.023359,-9.93344014648661,-9.975921263447013
31,0.024112,-9.714442664225224,-9.721766994735638
32,0.024865,-9.97958342870222,-10.071137560082398
33,0.025619,-10.270359349965666,-9.996429388876173
34,0.026372,-9.941496910048066,-10.136324101625085
35,0.027126,-10.059418631265736,-9.952483405813688
36,0.027879,-10.03598077363241,-9.915861753261616
37,0.028631,-10.072602426184481,-9.848477912565805
38,0.029383,-9.980315861753262,-9.86092927443351
39,0.030136,-10.30331883726253,-9.981048294804303
40,0.030888,-9.945891508354315,-10.186861982146944
41,0.031641,-9.903410391393912,-9.96420233463035
42,0.032395,-10.191989013504234,-10.011810482948043
43,0.033147,-9.86678873884184,-10.01034561684596
44,0.0339,-10.152437628747997,-10.044769970244907
45,0.034653,-10.086518654154268,-10.197116044861524
46,0.035407,-10.047699702449073,-9.904142824444953
47,0.036161,-10.157564660105287,-9.827969787136645
48,0.036914,-9.937102311741818,-9.780361638818952
49,0.037666,-10.052094300755321,-9.548912794689862
50,0.038419,-9.91805905241474,-10.129732204165713
51,0.039172,-9.82577248798352,-9.95907530327306
52,0.039924,-10.003021286335546,-10.057953765163653
53,0.040676,-10.191256580453192,-9.689539940489816
54,0.041429,-10.112153810940718,-9.589929045548182
55,0.042182,-10.109224078736553,-9.989105058365759
56,0.042934,-10.224948500801098,-9.91805905241474
57,0.043687,-9.898283360036622,-9.85067521171893
58,0.044441,-9.807461661707485,-9.88656443121996
59,0.045195,-10.271824216067749,-10.12826733806363
60,0.045947,-9.956878004119936,-9.92831311512932
61,0.046701,-10.073334859235523,-9.940764476997025
62,0.047454,-9.91805905241474,-9.842618448157474
63,0.048207,-9.993499656672007,-9.649256122682537
64,0.048959,-10.172945754177157,-9.680750743877319
65,0.049713,-10.352391851682306,-9.808194094758527
66,0.050465,-10.129732204165713,-10.166353856717784
67,0.051217,-10.068940260929274,-9.905607690547036
68,0.05197,-10.064545662623026,-10.058686198214694
69,0.052722,-10.098970016021973,-10.18979171435111
70,0.053474,-9.935637445639735,-9.889494163424125
71,0.054227,-10.24106202792401,-9.807461661707485
72,0.05498,-9.87191577019913,-9.775234607461663
73,0.055732,-10.087983520256351,-9.725429159990846
74,0.056484,-9.919523918516823,-9.900480659189746
75,0.057238,-10.145113298237582,-9.936369878690776
76,0.05799,-9.993499656672007,-9.6097047379263
77,0.058743,-9.975188830395972,-9.647058823529413
78,0.059496,-10.093110551613641,-9.84554818036164
79,0.060248,-9.978850995651179,-10.003021286335546
80,0.061,-9.80965896086061,-10.15390249485008
81,0.061753,-9.911467154955368,-10.011810482948043
82,0.062505,-9.991302357518883,-9.99496452277409
83,0.063258,-9.987640192263676,-10.433691920347904
84,0.06401,-10.016937514305333,-10.170016021972991
85,0.064763,-10.049164568551156,-9.725429159990846
86,0.065515,-10.113618677042801,-10.149507896543831
87,0.066268,-9.857267109178302,-9.967864499885557
88,0.067021,-9.937834744792859,-9.820645456626231
89,0.067774,-10.017669947356374,-9.724696726939804
90,0.068528,-10.059418631265736,-10.057953765163653
91,0.06928,-10.057953765163653,-10.306981002517738
92,0.070032,-9.89169146257725,-9.611169604028383
93,0.070783,-9.929777981231403,-10.158297093156328
94,0.071537,-10.028656443121996,-10.039642938887617
95,0.07229,-10.098970016021973,-9.91293202105745
96,0.073043,-9.910734721904326,-9.779629205767911
97,0.073797,-10.048432135500114,-10.055756466010529
98,0.074554,-10.275486381322956,-10.079926756694896
